ovrspdPrvnManageNo,ctprvnNm,signguNm,roadNm,rdnmadr,lnmadr,itlpc,ovrspdPrvnMatrl,ovrspdPrvnType,hg,bt,et,roadType,stndrdYn,latitude,longitude,mdstrpYn,ctnuYn,installationYear,institutionNm,phoneNumber,referenceDate,insttCode
,제주특별자치도,서귀포시,호근서호로,,제주특별자치도 서귀포시 호근동 1764-8,호근마을회관,1,1,10,3.6,800,1,Y,33.2568969,126.5279942,Y,N,,서귀포시,064-760-3093,2020-06-25,6520000
,제주특별자치도,서귀포시,호근서호로,,제주특별자치도 서귀포시 호근동 1371-3,서강빌라,1,1,10,3.6,800,1,Y,33.2571728,126.5318046,Y,N,,서귀포시,064-760-3093,2020-06-25,6520000
,제주특별자치도,서귀포시,호근서호로,,제주특별자치도 서귀포시 호근동 1371-3,서강빌라,1,1,10,3.6,800,1,Y,33.2571728,126.5318046,Y,N,,서귀포시,064-760-3093,2020-06-25,6520000
,제주특별자치도,서귀포시,호근서호로,,제주특별자치도 서귀포시 호근동 1371-3,서강빌라,1,1,10,3.6,800,1,Y,33.2571728,126.5318046,Y,N,,서귀포시,064-760-3093,2020-06-25,6520000
,제주특별자치도,서귀포시,신서귀로76번길,,제주특별자치도 서귀포시 서호동 1457-6,새서귀초교 입구 3가로 북쪽,1,1,10,3.6,800,1,Y,33.256115,126.5122926,Y,N,,서귀포시,064-760-3093,2020-06-25,6520000
,제주특별자치도,서귀포시,신서귀로76번길,,제주특별자치도 서귀포시 서호동 1460,새서귀초교 입구 (문구사앞),1,1,10,3.6,800,1,Y,33.2556734,126.5123497920,Y,N,,서귀포시,064-760-3093,2020-06-25,6520000
,제주특별자치도,서귀포시,신서귀로76번길,,제주특별자치도 서귀포시 서호동 1460-2,새서귀초교 입구 동쪽,1,1,10,3.6,800,1,Y,33.2555928,126.5128026,Y,N,,서귀포시,064-760-3093,2020-06-25,6520000
,제주특별자치도,서귀포시,신서귀로76번길,,제주특별자치도 서귀포시 서호동 1460-2,새서귀초교 입구 서쪽,1,1,10,3.6,800,1,Y,33.2555928,126.5128026,Y,N,,서귀포시,064-760-3093,2020-06-25,6520000
,제주특별자치도,서귀포시,신동로67번길,,제주특별자치도 서귀포시 서호동 1151-12,서귀포임협 남측,1,1,10,3.6,800,1,Y,33.2599525,126.5133683,Y,N,,서귀포시,064-760-3093,2020-06-25,6520000
,제주특별자치도,서귀포시,호근서호로,,제주특별자치도 서귀포시 서호동 305-2,서호로 입구,1,1,10,3.6,800,1,Y,33.2545553,126.5245566,Y,N,,서귀포시,064-760-3093,2020-06-25,6520000
,제주특별자치도,서귀포시,호근서호로,,제주특별자치도 서귀포시 서호동 351,서호어린이집 동측,1,1,10,3.6,800,1,Y,33.2571501,126.5239443,Y,N,,서귀포시,064-760-3093,2020-06-25,6520000
,제주특별자치도,서귀포시,법환상로2번길,,제주특별자치도 서귀포시 법환동 879-5,월드컵경기장 동쪽 대륜교회 앞,1,1,10,3.6,800,1,Y,33.2474724,126.5114776,Y,N,,서귀포시,064-760-3093,2020-06-25,6520000
,제주특별자치도,서귀포시,법환상로2번길,,제주특별자치도 서귀포시 법환동 879-5,월드컵경기장 동쪽 대륜교회 앞,1,1,10,3.6,800,1,Y,33.2474724,126.5114776,Y,N,,서귀포시,064-760-3093,2020-06-25,6520000
,제주특별자치도,서귀포시,태평로,,제주특별자치도 서귀포시 호근동 1556-1,서귀포여자고등학교 동측,1,1,10,3.6,800,1,Y,33.2434587,126.5330404,Y,N,,서귀포시,064-760-3093,2020-06-25,6520000
,제주특별자치도,서귀포시,도순남로,,제주특별자치도 서귀포시 도순동 356-1,도순초등학교 입구,1,1,10,3.6,800,1,Y,33.2507641,126.477598,Y,N,,서귀포시,064-760-3093,2020-06-25,6520000
,제주특별자치도,서귀포시,도순남로,,제주특별자치도 서귀포시 도순동 360-1,도순초등학교 입구,1,1,10,3.6,800,1,Y,33.3187394,126.4848583,Y,N,,서귀포시,064-760-3093,2020-06-25,6520000
,제주특별자치도,서귀포시,도순남로,,제주특별자치도 서귀포시 도순동 348-10,도순초등학교 입구,1,1,10,3.6,800,1,Y,33.3187394,126.4848583,Y,N,,서귀포시,064-760-3093,2020-06-25,6520000
,제주특별자치도,서귀포시,말질로,,제주특별자치도 서귀포시 강정동 4548-11,강정초등학교 앞,1,1,10,3.6,800,1,Y,33.2615636,126.4797008,Y,N,,서귀포시,064-760-3093,2020-06-25,6520000
,제주특별자치도,서귀포시,말질로,,제주특별자치도 서귀포시 강정동 4547-5,강정초등학교 앞,1,1,10,3.6,800,1,Y,33.2615636,126.4796375,Y,N,,서귀포시,064-760-3093,2020-06-25,6520000
,제주특별자치도,서귀포시,이어도로,,제주특별자치도 서귀포시 강정동 4521-22,말질로 교차로 버스정류소 앞,1,1,10,3.6,800,1,Y,33.2615636,126.4802613,Y,N,,서귀포시,064-760-3093,2020-06-25,6520000
,제주특별자치도,서귀포시,월평로,,제주특별자치도 서귀포시 월평동 476-7,정도연립아파트 서쪽,1,1,10,3.6,800,1,Y,33.2438514,126.4596356,Y,N,,서귀포시,064-760-3093,2020-06-25,6520000
,제주특별자치도,서귀포시,이어도로,,제주특별자치도 서귀포시 강정동 4400-4,강정교회앞,1,1,10,3.6,800,1,Y,33.2357251,126.4781428,Y,N,,서귀포시,064-760-3093,2020-06-25,6520000
,제주특별자치도,서귀포시,김정문화로 27번길,,제주특별자치도 서귀포시 강정동 165-5,한빛테크놀즈아파트 남측,1,1,10,3.6,800,1,Y,33.2615636,126.5076348,Y,N,,서귀포시,064-760-3093,2020-06-25,6520000
,제주특별자치도,서귀포시,김정문화로 27번길,,제주특별자치도 서귀포시 강정동 165-5,한빛테크놀즈아파트 북측,1,1,10,3.6,800,1,Y,33.2615636,126.5076348,Y,N,,서귀포시,064-760-3093,2020-06-25,6520000
,제주특별자치도,서귀포시,김정문화로 27번길,,제주특별자치도 서귀포시 강정동 165-5,한빛테크놀즈아파트 북측,1,1,10,3.6,800,1,Y,33.2615636,126.5076348,Y,N,,서귀포시,064-760-3093,2020-06-25,6520000
,제주특별자치도,서귀포시,김정문화로 27번길,,제주특별자치도 서귀포시 강정동 165-5,한빛테크놀즈아파트 북동측,1,1,10,3.6,800,1,Y,33.2615636,126.5076348,Y,N,,서귀포시,064-760-3093,2020-06-25,6520000
418,전라북도,부안군,국도 23호선,,전라북도 부안군 줄포면 신리 727-36,장미주유소 앞,2,1,10,3.6,7,2,Y,35.5701128,126.698525,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
419,전라북도,부안군,지방도 707호선,,전라북도 부안군 줄포면 장동리 605-6,줄포면 장동리 605-6,2,1,10,3.6,7,2,Y,35.60640924,126.679407,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
420,전라북도,부안군,지방도 707호선,,전라북도 부안군 줄포면 줄포리 233-2,줄포면 줄포리 233-2,2,1,10,3.6,7,2,Y,35.59481685,126.678524,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
421,전라북도,부안군,지방도 707호선,,전라북도 부안군 줄포면 줄포리 331-7,줄포면 줄포리 331-7,2,1,10,3.6,7,2,Y,35.593992,126.678114,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
422,전라북도,부안군,지방도 707호선,,전라북도 부안군 줄포면 줄포리 696-2,줄포면 줄포리 696-2,2,1,10,3.6,7,2,Y,35.58964501,126.676797,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
423,전라북도,부안군,지방도 707호선,,전라북도 부안군 줄포면 줄포리 700-4,줄포면 줄포리 700-4,2,1,10,3.6,7,2,Y,35.58906123,126.676609,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
424,전라북도,부안군,지방도 707호선,,전라북도 부안군 줄포면 줄포리 726-5,줄포면 줄포리 726-5,2,1,10,3.6,7,2,Y,35.588526,126.676546,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
425,전라북도,부안군,지방도 710,,전라북도 부안군 줄포면 줄포리 382-63,줄포면 줄포리 382-63,2,1,10,3.6,7,2,Y,35.591166,126.678849,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
426,전라북도,부안군,군도 07호선,,전라북도 부안군 줄포면 신리신정마을버스정류장앞,신정마을버스정류장앞,2,1,10,3.6,7,2,Y,35.573645,126.709077,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
427,전라북도,부안군,군도 07호선,,전라북도 부안군 줄포면 신리 185-1 옆,줄포면 신리 185-1 옆,2,1,10,3.6,7,2,Y,35.573559,126.709411,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
428,전라북도,부안군,군도 07호선,,전라북도 부안군 줄포면 난산리 142-2 앞,줄포면 난산리 142-2 앞,2,1,10,3.6,7,2,Y,35.583461,126.717544,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
429,전라북도,부안군,군도 07호선,,전라북도 부안군 줄포면 난산리 261-2 옆,줄포면 난산리 261-2 옆,2,1,10,3.6,7,2,Y,35.584625,126.717791,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
430,전라북도,부안군,군도 07호선,,전라북도 부안군 줄포면 난산리 37-2 옆,줄포면 난산리 37-2 옆,2,1,10,3.6,7,2,Y,35.593786,126.719781,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
431,전라북도,부안군,군도 07호선,,전라북도 부안군 줄포면 난산리 48-1 옆,줄포면 난산리 48-1 옆,2,1,10,3.6,7,2,Y,35.594569,126.720951,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
432,전라북도,부안군,군도 07호선,,전라북도 부안군 줄포면 파산리 57-1옆 동파산버스정류장 앞,동파산버스정류장(파산리 57-1옆),2,1,10,3.6,7,2,Y,35.60708384,126.7213189,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
433,전라북도,부안군,군도 07호선,,전라북도 부안군 줄포면 파산리 45 동파산모정앞(파산리45 앞),동파산모정앞(파산리45 앞),2,1,10,3.6,7,2,Y,35.607995,126.721142,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
434,전라북도,부안군,군도 07호선,,전라북도 부안군 줄포면 파산리 23-1,줄포면 파산리 23-1,2,1,10,3.6,7,2,Y,35.60913472,126.720405,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
435,전라북도,부안군,군도 07호선,,전라북도 부안군 줄포면 파산리 18,줄포면 파산리 18,2,1,10,3.6,7,2,Y,35.609832,126.720308,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
436,전라북도,부안군,군도02호선,,전라북도 부안군 줄포면 난산리 261-2 옆,줄포면 난산리 261-2 옆,2,1,10,3.6,7,2,Y,35.584748,126.717791,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
437,전라북도,부안군,군도02호선,,전라북도 부안군 줄포면 난산리 249-1 옆,줄포면 난산리 249-1 옆,2,1,10,3.6,7,2,Y,35.584874,126.717584,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
,1,송파구,올림픽로32길,,오금동107-4,오금동107-4,2,1,0.1,3.6,7,1,Y,37.502848,127.127958,N,N,,송파구 도로과,02-2147-3312,2020-02-28,3230000
438,전라북도,부안군,군도02호선,,전라북도 부안군 줄포면 난산리 252옆,줄포면 난산리 252옆,2,1,10,3.6,7,2,Y,35.5842233,126.716994,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
439,전라북도,부안군,군도02호선,,전라북도 부안군 줄포면 난산리 236-1 옆,줄포면 난산리 236-1 옆,2,1,10,3.6,7,2,Y,35.584877,126.715511,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
440,전라북도,부안군,군도02호선,,전라북도 부안군 줄포면 난산리 236-1 옆,줄포면 난산리 236-1 옆,2,1,10,3.6,7,2,Y,35.584895,126.715522,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
441,전라북도,부안군,군도02호선,,전라북도 부안군 줄포면 난산리 234 옆,줄포면 난산리 234 옆,2,1,10,3.6,7,2,Y,35.585331,126.715328,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
442,전라북도,부안군,군도02호선,,전라북도 부안군 줄포면 난산리 213-8 옆,줄포면 난산리 213-8 옆,2,1,10,3.6,7,2,Y,35.585478,126.714797,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
443,전라북도,부안군,군도02호선,,전라북도 부안군 줄포면 난산리 남월버스정류장(난산리 811-2옆),남월버스정류장(난산리 811-2옆),2,1,10,3.6,7,2,Y,35.581862,126.713092,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
444,전라북도,부안군,군도02호선,,전라북도 부안군 줄포면 난산리 805-6 옆,줄포면 난산리 805-6 옆,2,1,10,3.6,7,2,Y,35.585916,126.713303,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
445,전라북도,부안군,농어촌도로306호선,,전라북도 부안군 줄포면 파산리 758-14,줄포면 파산리 758-14,2,1,10,3.6,7,2,Y,35.599731,126.708289,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
446,전라북도,부안군,농어촌도로306호선,,전라북도 부안군 줄포면 파산리 758-20,줄포면 파산리 758-20,2,1,10,3.6,7,2,Y,35.599549,126.707883,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
447,전라북도,부안군,농어촌도로104호선,,전라북도 부안군 줄포면 신리 913-4 옆,줄포면 신리 913-4 옆,2,1,10,3.6,7,2,Y,35.583173,126.707831,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
448,전라북도,부안군,농어촌도로104호선,,전라북도 부안군 줄포면 신리 932-1 옆,줄포면 신리 932-1 옆,2,1,10,3.6,7,2,Y,35.582495,126.706043,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
449,전라북도,부안군,농어촌도로104호선,,전라북도 부안군 줄포면 신리 520-18,줄포면 신리 520-18,2,1,10,3.6,7,2,Y,35.5823867,126.703934,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
450,전라북도,부안군,농어촌도로104호선,,전라북도 부안군 줄포면 장동리 72-5 옆,줄포면 장동리 72-5 옆,2,1,10,3.6,7,2,Y,35.587432,126.694332,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
451,전라북도,부안군,농어촌도로104호선,,전라북도 부안군 줄포면 줄포리 1192-7 옆,줄포면 줄포리 1192-7 옆,2,1,10,3.6,7,2,Y,35.586706,126.685748,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
452,전라북도,부안군,농어촌도로102호선,,전라북도 부안군 줄포면 신리 383-12 옆,줄포면 신리 383-12 옆,2,1,10,3.6,7,2,Y,35.590194,126.699411,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
453,전라북도,부안군,농어촌도로102호선,,전라북도 부안군 줄포면 신리 383-8 옆,줄포면 신리 383-8 옆,2,1,10,3.6,7,2,Y,35.590721,126.699829,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
121,경기도,과천시,문원청계4길,경기도 과천시 문원청계4길 39,경기도 과천시 문원동 115-296,문원동 115-296번지 앞,1,1,10,260,300,2,Y,37.422727,127.009846,N,N,,경기도 과천시청,02-3677-2433,2020-05-19,3970000
454,전라북도,부안군,농어촌도로106호선,,전라북도 부안군 줄포면 줄포리547-44 옆,줄포면 줄포중앙로 18-1 옆,2,1,10,3.6,7,2,Y,35.587657,126.678066,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
455,전라북도,부안군,농어촌도로106호선,,전라북도 부안군 줄포면 줄포면중앙로 2 옆,줄포면 줄포면중앙로 2 옆,2,1,10,3.6,7,2,Y,35.586292,126.677448,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
456,전라북도,부안군,농어촌도로106호선,,전라북도 부안군 줄포면 우포리 138 옆,줄포면 우포리 138 옆,2,1,10,3.6,7,2,Y,35.584854,126.677238,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
457,전라북도,부안군,농어촌도로106호선,,전라북도 부안군 줄포면 우포리 138 옆,줄포면 우포리 138 옆,2,1,10,3.6,7,2,Y,35.584854,126.677238,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
458,전라북도,부안군,농어촌도로106호선,,전라북도 부안군 줄포면 우포리 138 옆,줄포면 우포리 138 옆,2,1,10,3.6,7,2,Y,35.584854,126.677238,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
459,전라북도,부안군,농어촌도로106호선,,전라북도 부안군 줄포면 우포리 155-4 옆,줄포면 우포리 155-4 옆,2,1,10,3.6,7,2,Y,35.583618,126.678381,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
460,전라북도,부안군,농어촌도로106호선,,전라북도 부안군 줄포면 우포리 149-3 옆,줄포면 우포리 149-3 옆,2,1,10,3.6,7,2,Y,35.581805,126.679294,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
461,전라북도,부안군,농어촌도로106호선,,전라북도 부안군 줄포면 우포리 감역마을 옆,감역마을 옆,2,1,10,3.6,7,2,Y,35.576686,126.678221,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
462,전라북도,부안군,농어촌도로103호선,,전라북도 부안군 줄포면 줄포리 252-11 옆,줄포면 줄포리 252-11 옆,2,1,10,3.6,7,2,Y,35.594375,126.677748,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
463,전라북도,부안군,서빈1구마을,,전라북도 부안군 줄포면 서빈3길 17-3 앞,줄포면 서빈3길 17-3 앞,2,1,10,3.6,7,2,Y,35.58634376,126.6774027,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
464,전라북도,부안군,장성마을,,전라북도 부안군 줄포면 줄포7길 26 앞,줄포면 줄포7길 26 앞,2,1,10,3.6,7,2,Y,35.588438,126.681109,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
465,전라북도,부안군,지방도703호선,,전라북도 부안군 위도면 진리 215-1(위도 우체국 앞),위도면 진리 215-1(위도 우체국 앞),2,1,10,3.6,7,2,Y,35.60415558,126.2944092,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
466,전라북도,부안군,지방도703호선,,전라북도 부안군 위도면 진리 273-44(위도중고등학교 앞),위도면 진리 273-44(위도중고등학교 앞),2,1,10,3.6,7,2,Y,35.60519381,126.2956219,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
467,전라북도,부안군,지방도703호선,,전라북도 부안군 위도면 진리 1-201(섬마을(식당) 앞),위도면 진리 1-201(섬마을(식당) 앞),2,1,10,3.6,7,2,Y,35.61719343,126.3041326,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
468,전라북도,부안군,지방도703호선,,전라북도 부안군 위도면 치도리 1471(금복민박 앞),위도면 치도리 1471(금복민박 앞),2,1,10,3.6,7,2,Y,35.608575,126.281621,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
469,전라북도,부안군,지방도703호선,,전라북도 부안군 위도면 대리 315(전막 경로당 앞),위도면 대리 315(전막 경로당 앞),2,1,10,3.6,7,2,Y,35.57173426,126.2623997,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
470,전라북도,부안군,지방도703호선,,전라북도 부안군 위도면 치도리 156-2(위도초등학교 앞),위도면 치도리 156-2(위도초등학교 앞),2,1,10,3.6,7,2,Y,35.595981,126.292265,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
471,전라북도,부안군,벌금마을,,전라북도 부안군 위도면 진리 353-29,위도면 진리 353-29,2,1,10,3.6,7,2,Y,35.60841353,126.293064,Y,Y,,부안군,063-580-4542,2020-06-18,4790000
472,전라북도,부안군,도시계획도로,,전라북도 부안군 부안읍 선은리 364-5,새만금아파트 앞,2,1,10,3.6,7,2,Y,35.734186,126.739533,N,Y,,부안군,063-580-4867,2020-06-18,4790000
473,전라북도,부안군,군도08호선,,전라북도 부안군 부안읍 봉덕리 658-14,부안여고 삼거리,2,1,10,3.6,7,2,Y,35.715769,126.734512,Y,Y,,부안군,063-580-4867,2020-06-18,4790000
474,전라북도,부안군,도시계획도로,,전라북도 부안군 부안읍 서외리 493-1,부안예술회관 옆,2,1,10,3.6,7,2,Y,35.723633,126.726834,Y,Y,,부안군,063-580-4867,2020-06-18,4790000
475,전라북도,부안군,삼간마을,,전라북도 부안군 행안면 신기리 211-6,부안소방소 앞,2,1,10,3.6,7,2,Y,35.729194,126.711739,N,Y,,부안군,063-580-4867,2020-06-18,4790000
476,전라북도,부안군,면도103호선,,전라북도 부안군 행안면 삼간리 1258-1,전라북도 부안군 행안면 삼간리 1258-1 앞,2,1,10,3.6,7,2,Y,35.734113,126.708572,N,Y,,부안군,063-580-4867,2020-06-18,4790000
477,전라북도,부안군,군도09호선,,전라북도 부안군 하서면 청호리 102-1,청호정미소 앞,2,1,10,3.6,7,2,Y,35.723843,126.656878,N,Y,,부안군,063-580-4867,2020-06-18,4790000
478,전라북도,부안군,군도09호선,,전라북도 부안군 하서면 청호리 297-9,호수가든 옆,2,1,10,3.6,7,2,Y,35.7337539,126.653076,N,Y,,부안군,063-580-4867,2020-06-18,4790000
479,전라북도,부안군,석상마을,,전라북도 부안군 하서면 석상리 189-4,반암마을회관 앞,2,1,10,3.6,7,2,Y,35.71121623,126.6598564,N,Y,,부안군,063-580-4867,2020-06-18,4790000
480,전라북도,부안군,면도103호선,,전라북도 부안군 상서면 감교리 622-8,전라북도 부안군 상서면 감교리 622-8,2,1,10,3.6,7,2,Y,35.661079,126.669351,N,Y,,부안군,063-580-4867,2020-06-18,4790000
481,전라북도,부안군,군도07호선,,전라북도 부안군 줄포면 난산리 143-1,전라북도 부안군 줄포면 난산리 143-1 옆,2,1,10,3.6,7,2,Y,35.583676,126.7176993,N,Y,,부안군,063-580-4867,2020-06-18,4790000
,제주특별자치도,서귀포시,하례로,,제주특별자치도 서귀포시 하례리 948-1,서귀포 행복펜션 인근,1,1,10,3.6,800,1,Y,33.3420367,126.5884214,Y,N,,서귀포시,064-760-3093,2020-06-25,6520000
,제주특별자치도,서귀포시,하례로,,제주특별자치도 서귀포시 하례리 1342,국립원예특작과학원 감귤연구소 인근,1,1,10,3.6,800,1,Y,33.3420367,126.5884214,Y,N,,서귀포시,064-760-3093,2020-06-25,6520000
,제주특별자치도,서귀포시,하례중앙로,,제주특별자치도 서귀포시 하례리 461-3,위미농협 하례지점 인근,1,1,10,3.6,800,1,Y,33.3420367,126.5884214,Y,N,,서귀포시,064-760-3093,2020-06-25,6520000
,제주특별자치도,서귀포시,하례로 232번길,,제주특별자치도 서귀포시 하례리 460-2,위미농협 하례지점 인근,1,1,10,3.6,800,1,Y,33.3420367,126.5884214,Y,N,,서귀포시,064-760-3093,2020-06-25,6520000
